"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","4848 Nevada Ave N"
"Comments:",""
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","06/24/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Total Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-71 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
07/02/2025 11:00 - 11:59,2,25,12,0,0,0,0,0,0,0,0,0,0,0,0,39,19.6,23.4
07/02/2025 12:00 - 12:59,4,31,11,1,0,0,0,0,0,0,0,0,0,0,0,47,19.2,23.0
07/02/2025 13:00 - 13:59,6,35,20,0,0,0,0,0,0,0,0,0,0,0,0,61,19.3,23.6
07/02/2025 14:00 - 14:59,5,39,21,0,0,0,0,0,0,0,0,0,0,0,0,65,19.5,23.6
07/02/2025 15:00 - 15:59,6,22,16,0,0,0,0,0,0,0,0,0,0,0,0,44,19.2,23.8
07/02/2025 16:00 - 16:59,6,42,19,0,0,0,0,0,0,0,0,0,0,0,0,67,19.2,23.2
07/02/2025 17:00 - 17:59,4,37,24,0,0,0,0,0,0,0,0,0,0,0,0,65,19.8,23.9
07/02/2025 18:00 - 18:59,1,33,14,0,0,0,0,0,0,0,0,0,0,0,0,48,19.8,23.3
07/02/2025 19:00 - 19:59,3,18,8,1,0,0,0,0,0,0,0,0,0,0,0,30,19.3,23.5
07/02/2025 20:00 - 20:59,6,24,13,0,0,0,0,0,0,0,0,0,0,0,0,43,18.9,23.3
07/02/2025 21:00 - 21:59,3,17,4,0,0,0,0,0,0,0,0,0,0,0,0,24,18.3,20.9
07/02/2025 22:00 - 22:59,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,11,18.6,20.6
07/02/2025 23:00 - 23:59,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,20.4,22.9
07/03/2025 00:00 - 00:59,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,20.4,22.9
07/03/2025 01:00 - 01:59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,17.8
07/03/2025 02:00 - 02:59,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,22.4,24.4
